registration	current_location	company	ssn 	imei               	user_id	name	username	mail
1682467200  	598             	671    	1319	359043379931766338 	1795   	1936	1685    	2107
1715299200  	400             	1330   	2358	3590433799317661396	764    	99  	499     	1467
1548201600  	404             	1824   	304 	863033069630348586 	1107   	2395	1896    	1983
1586217600  	2309            	495    	1375	359043379931766361 	1545   	2089	741     	190 
1647734400  	510             	1513   	1901	359043379931766122 	1441   	630 	465     	1965
1635033600  	2487            	639    	2159	359043379931766080 	691    	1758	245     	1678
1583366400  	697             	963    	1147	863033069630348032 	1275   	123 	2135    	846 
1552089600  	1342            	1074   	2312	8630330696303481990	1386   	1267	1900    	1498
1690761600  	1341            	324    	2288	3590433799317661354	408    	214 	348     	1939
1590278400  	2296            	524    	753 	8630330696303481016	438    	2557	709     	1887
1710460800  	440             	2012   	1368	3590433799317662220	1674   	1000	2264    	1808
1621814400  	719             	1190   	969 	8630330696303481719	1594   	768 	2079    	2359
1545696000  	735             	798    	2193	863033069630348537 	2064   	2420	469     	29  
1586995200  	1303            	1870   	1366	8630330696303481222	2041   	1332	718     	1626
1555977600  	2079            	1403   	1099	8630330696303481487	2520   	58  	491     	2129
1558828800  	345             	523    	136 	359043379931766320 	2499   	1835	903     	1843
1709164800  	407             	1440   	625 	3590433799317661461	2447   	14  	638     	490 
1682380800  	1745            	2354   	2596	8630330696303481867	472    	1457	1400    	2093
1703376000  	2146            	898    	1771	8630330696303481305	2178   	1713	356     	435 
1538006400  	2487            	1841   	1157	3590433799317661420	2017   	1137	1284    	295 
1705276800  	1911            	1454   	1870	8630330696303482360	789    	1290	1705    	1547
1508198400  	2263            	1929   	2526	359043379931766874 	2274   	2353	490     	1224
1564963200  	2381            	2025   	2356	8630330696303482162	1760   	900 	2541    	2109
1577404800  	205             	990    	923 	3590433799317661594	914    	1716	1930    	627 
1533600000  	2400            	1041   	1180	8630330696303481792	2449   	79  	1634    	436 
1692489600  	557             	2318   	870 	863033069630348297 	27     	1947	394     	449 
1642291200  	2017            	1927   	223 	359043379931766627 	1685   	1074	2010    	1586
1661644800  	148             	2369   	1976	863033069630348925 	271    	2297	1932    	514 
1620086400  	532             	617    	163 	863033069630348230 	1177   	2048	871     	1273
1653177600  	601             	1388   	1547	8630330696303481339	623    	550 	1872    	689 
1607990400  	692             	1772   	1145	863033069630348743 	2302   	1125	331     	362 
1625011200  	1191            	121    	884 	3590433799317662469	2613   	135 	1870    	1537
1586995200  	1077            	2381   	2093	8630330696303482170	907    	949 	55      	87  
1675814400  	1271            	1255   	976 	3590433799317661685	2345   	2380	1928    	1056
1619740800  	596             	2290   	1497	8630330696303482485	363    	1757	489     	310 
1658966400  	1409            	683    	281 	863033069630348099 	12     	2490	1510    	1524
1644624000  	2016            	707    	2079	3590433799317661453	5      	2108	2545    	1910
1524182400  	138             	233    	1958	863033069630348750 	482    	909 	1688    	2279
1720396800  	321             	23     	1301	3590433799317662063	1297   	213 	2083    	685 
1715904000  	1671            	735    	2590	359043379931766783 	45     	1447	474     	1776
1588032000  	1979            	1894   	597 	8630330696303482139	562    	1349	2291    	2538
1666483200  	2173            	1829   	2194	3590433799317662055	1957   	334 	53      	373 
1524873600  	2487            	1327   	1960	8630330696303481289	1059   	556 	2309    	1580
1516924800  	2487            	1606   	2030	863033069630348834 	1175   	2357	860     	1991
1702512000  	1785            	802    	1653	359043379931766270 	1741   	1891	2228    	209 
1566000000  	1917            	2118   	2388	863033069630348883 	763    	369 	740     	668 
1702944000  	2157            	2440   	1566	863033069630348875 	2087   	1102	1711    	1964
1541721600  	649             	1461   	276 	8630330696303481735	1799   	1225	1303    	2060
1551312000  	2487            	2232   	2393	3590433799317662204	1072   	201 	49      	611 
1591315200  	2403            	1573   	2126	359043379931766676 	2544   	2335	674     	512 
1552521600  	1011            	1830   	337 	359043379931766940 	1341   	1439	2016    	1933
1529280000  	627             	1954   	2333	863033069630348883 	2348   	2444	2514    	1370
1611532800  	454             	1775   	603 	3590433799317661487	1940   	1908	1754    	1885
1606867200  	1659            	62     	797 	359043379931766072 	2155   	1239	2384    	2112
1723939200  	2311            	698    	2096	8630330696303481321	1070   	1434	1738    	1612
1593388800  	2180            	1765   	418 	863033069630348743 	1594   	1948	1234    	437 
1717804800  	906             	2396   	2032	3590433799317661586	385    	132 	452     	1971
1662163200  	173             	1896   	1186	8630330696303482170	2460   	1084	688     	1954
1653609600  	1396            	815    	1274	3590433799317661768	1441   	1563	1845    	2475
1719878400  	2024            	557    	674 	3590433799317662436	769    	1932	466     	651 
1670630400  	141             	687    	2144	8630330696303481818	1185   	1705	2544    	1448
1693526400  	485             	19     	1687	3590433799317661388	1248   	2494	797     	2175
1578528000  	2454            	675    	807 	8630330696303481016	409    	2167	1079    	1908
1659744000  	2487            	2210   	239 	8630330696303481891	674    	168 	2447    	895 
1674345600  	810             	2276   	1484	3590433799317661511	312    	661 	1582    	1299
1565568000  	1791            	1462   	2440	3590433799317662337	2440   	371 	597     	2236
1538352000  	872             	179    	824 	8630330696303482022	969    	1919	835     	279 
1719360000  	2487            	953    	1120	863033069630348651 	1689   	759 	910     	778 
1597363200  	1682            	1294   	486 	863033069630348313 	1337   	896 	1860    	2134
1708560000  	1509            	800    	2550	359043379931766775 	1775   	139 	1996    	1652
1637539200  	1608            	1654   	2036	3590433799317662162	1228   	2279	4       	2148
1681171200  	302             	1686   	1567	3590433799317661511	1772   	1894	1345    	2445
1680998400  	2065            	1867   	1332	359043379931766320 	1322   	1173	265     	92  
1586736000  	2477            	306    	1012	359043379931766080 	2273   	281 	142     	2090
1548201600  	1992            	1771   	822 	863033069630348032 	773    	998 	2518    	2326
1618272000  	338             	2145   	2533	8630330696303481180	2095   	2157	2126    	2163
1649721600  	2094            	417    	622 	3590433799317661347	1695   	377 	2251    	982 
1618704000  	1738            	1359   	2353	8630330696303481354	2211   	367 	1250    	2348
1507334400  	917             	1456   	1004	3590433799317662147	448    	1273	714     	2029
1699228800  	837             	1587   	1372	359043379931766775 	531    	1548	1943    	572 
1641340800  	224             	1780   	2065	359043379931766965 	1936   	1446	2102    	1810
1614384000  	1795            	2435   	172 	3590433799317661594	2430   	1171	1730    	2211
1655510400  	447             	535    	2185	3590433799317661685	1460   	1854	917     	1629
1721692800  	2015            	2091   	1205	3590433799317661776	1977   	684 	1229    	2374
1598659200  	2128            	2134   	292 	863033069630348271 	2397   	1720	2272    	1900
1704585600  	2304            	36     	1057	863033069630348495 	627    	2213	58      	1802
1595635200  	1861            	2418   	2208	359043379931766718 	620    	2   	2176    	497 
1534982400  	831             	1621   	513 	863033069630348859 	1731   	1071	2342    	247 
1719532800  	1355            	1267   	2528	8630330696303481453	199    	2242	1186    	2202
1586908800  	2013            	2279   	295 	3590433799317662097	2545   	1359	1817    	269 
1552780800  	98              	2297   	2601	3590433799317661685	1232   	2371	783     	2287
1627603200  	1234            	2318   	2484	3590433799317661826	816    	1275	281     	311 
1523577600  	1419            	2027   	2214	3590433799317661636	1840   	1288	300     	1509
1593907200  	1811            	2211   	44  	8630330696303482212	2441   	166 	370     	1571
1717632000  	580             	903    	382 	8630330696303481859	539    	179 	767     	624 
1635379200  	2068            	1558   	2391	8630330696303481354	1068   	2029	316     	1208
1621814400  	1150            	599    	799 	863033069630348586 	1181   	1539	1224    	2142
1551657600  	769             	1892   	1085	8630330696303482204	1706   	155 	1385    	1257
1554940800  	591             	2376   	357 	863033069630348859 	204    	237 	838     	2305
1707523200  	1278            	1373   	2416	359043379931766700 	1950   	648 	2064    	2039
1716336000  	1568            	695    	332 	8630330696303481271	1401   	1338	1751    	594 
1656028800  	2198            	1600   	2480	3590433799317662022	1092   	1872	1483    	1774
1599177600  	999             	2047   	2286	8630330696303481784	622    	1328	1595    	2352
1597449600  	1714            	405    	2492	3590433799317661487	859    	1569	505     	876 
1612483200  	1922            	677    	1473	8630330696303482337	43     	2350	1895    	2314
1699920000  	2140            	1944   	2094	3590433799317662097	1813   	479 	1594    	1825
1613260800  	2154            	396    	1696	3590433799317661776	297    	445 	888     	1630
1576800000  	941             	2456   	1851	8630330696303481578	2611   	1810	998     	534 
1661212800  	458             	1293   	1249	3590433799317661362	1310   	1316	2543    	1269
1520294400  	1365            	988    	1402	3590433799317661859	2162   	497 	679     	1259
1547856000  	1008            	1274   	687 	8630330696303482048	149    	2009	1242    	717 
1647648000  	980             	1419   	860 	3590433799317662170	2427   	1496	828     	2212
1668902400  	1154            	254    	970 	3590433799317661685	1788   	534 	1043    	1199
1700179200  	52              	1725   	1463	359043379931766528 	237    	685 	1648    	1658
1520553600  	629             	2003   	1342	8630330696303481024	1264   	1463	1679    	516 
1533427200  	1589            	506    	1828	8630330696303481677	1303   	645 	1311    	1828
1713398400  	315             	1897   	346 	8630330696303481958	856    	1285	1433    	1872
1698364800  	475             	2204   	2197	8630330696303482477	1594   	993 	2506    	2013
1574899200  	27              	74     	1821	863033069630348842 	2440   	1450	1227    	1065
1565913600  	152             	902    	1978	3590433799317661123	2168   	481 	1937    	2411
1589932800  	2199            	1365   	2095	8630330696303481446	148    	75  	510     	329 
1651017600  	457             	1196   	1080	863033069630348065 	2325   	1869	707     	422 
1674172800  	2487            	1143   	446 	8630330696303482360	1986   	2003	1336    	2549
1544227200  	246             	134    	1314	3590433799317661453	905    	287 	291     	830 
1705881600  	1961            	952    	2572	3590433799317662188	1382   	2062	1295    	1052
1631232000  	1725            	2399   	667 	3590433799317661594	1075   	1536	116     	2337
1641427200  	2380            	726    	196 	359043379931766031 	1250   	391 	1158    	1853
1633737600  	808             	933    	1532	8630330696303482402	1140   	1223	1080    	758 
1715472000  	227             	1240   	599 	359043379931766924 	2210   	2021	843     	2097
1515542400  	1681            	1382   	2113	863033069630348404 	539    	1374	1998    	1792
1551225600  	1027            	1295   	722 	8630330696303482097	1929   	1186	1864    	1435
1700179200  	2344            	1215   	2117	8630330696303482212	445    	2457	847     	2478
1725494400  	80              	274    	928 	359043379931766239 	2419   	716 	458     	1657
1522627200  	746             	1358   	266 	359043379931766619 	899    	1255	57      	2057
1655683200  	1482            	38     	751 	8630330696303481826	2218   	2081	1090    	60  
1666137600  	1504            	261    	1672	3590433799317661131	469    	193 	970     	2049
1688342400  	1521            	344    	2242	8630330696303482204	332    	2130	2526    	2482
1660003200  	2401            	2364   	2328	8630330696303482477	808    	1485	1406    	332 
1523577600  	299             	2351   	840 	3590433799317661693	2200   	1729	612     	17  
1606608000  	1896            	1271   	556 	359043379931766668 	205    	1520	1535    	2031
1537920000  	1500            	107    	1749	863033069630348495 	585    	3   	372     	339 
1590710400  	890             	1579   	14  	8630330696303482394	2616   	2298	647     	683 
1638662400  	1748            	2356   	421 	863033069630348206 	407    	957 	11      	1540
1583712000  	2487            	377    	2068	3590433799317661743	35     	1733	902     	1069
1515888000  	2138            	1636   	524 	8630330696303482386	1998   	836 	152     	2544
1513209600  	270             	2366   	2226	8630330696303481602	654    	1660	522     	221 
1680998400  	1892            	870    	244 	8630330696303481586	319    	1621	148     	1746
1565308800  	1114            	1278   	192 	863033069630348826 	186    	885 	6       	1290
1654041600  	2366            	1381   	2344	359043379931766957 	1395   	2210	1523    	1489
1562371200  	1029            	1067   	1425	8630330696303481990	1100   	1395	1114    	63  
1648339200  	1102            	479    	872 	863033069630348834 	1723   	1989	549     	549 
1605571200  	2113            	664    	525 	3590433799317661552	1239   	492 	2551    	590 
1564444800  	2215            	1524   	910 	359043379931766569 	496    	25  	123     	1297
1548288000  	1413            	738    	189 	3590433799317661883	832    	2419	1571    	921 
1544832000  	1888            	2097   	72  	3590433799317661610	1978   	1888	2162    	225 
1580774400  	1028            	43     	908 	359043379931766213 	736    	1436	1161    	2237
1662508800  	1297            	533    	1203	359043379931766353 	2371   	700 	1989    	2458
1717804800  	907             	1096   	868 	8630330696303482329	2581   	2402	1997    	632 
1508198400  	675             	1198   	1481	359043379931766155 	1744   	2015	1018    	230 
1574812800  	594             	337    	345 	359043379931766494 	701    	1050	2493    	1959
1660867200  	623             	1607   	6   	863033069630348149 	876    	1960	2320    	2273
1650758400  	931             	2308   	551 	8630330696303481214	1655   	511 	2168    	123 
1518048000  	1918            	1718   	433 	3590433799317662360	2263   	1738	1616    	1459
1677369600  	464             	1659   	1683	3590433799317662212	2223   	1209	1099    	1312
1526083200  	1904            	1232   	1238	359043379931766452 	1711   	206 	1330    	1992
1566259200  	1400            	401    	1710	8630330696303482147	5      	1912	1340    	14  
1699228800  	562             	2012   	2019	3590433799317661560	75     	1754	521     	915 
1599177600  	405             	1802   	841 	863033069630348438 	2579   	2459	1615    	661 
1557792000  	1844            	1029   	695 	3590433799317662261	1334   	1382	1259    	662 
1664150400  	1387            	113    	1900	863033069630348149 	1750   	1298	1262    	365 
1533772800  	2137            	2157   	786 	863033069630348032 	962    	136 	369     	1713
1672185600  	1327            	1614   	2   	8630330696303482014	62     	2209	839     	1033
1560556800  	1372            	1063   	1427	863033069630348412 	1086   	495 	1579    	1869
1656633600  	2375            	2      	2553	863033069630348719 	2348   	548 	1426    	1494
1662336000  	2487            	1027   	2160	3590433799317662493	1180   	561 	907     	1177
1541980800  	88              	196    	888 	359043379931766270 	791    	181 	141     	1943
1621900800  	889             	456    	1827	8630330696303482055	1962   	620 	2509    	2395
1509235200  	78              	79     	1100	359043379931766031 	231    	1238	188     	726 
1603152000  	1389            	2010   	2467	3590433799317662477	2145   	2233	789     	2494
1607385600  	770             	504    	1175	8630330696303481966	1343   	1371	346     	2292
1708905600  	1710            	345    	2402	863033069630348834 	1268   	363 	2192    	1367
1510617600  	896             	1928   	437 	3590433799317661024	307    	712 	2581    	2241
1687996800  	1784            	2253   	1670	8630330696303482055	833    	981 	41      	1633
1671321600  	1259            	2164   	821 	3590433799317661677	2122   	922 	43      	424 
1696377600  	39              	1843   	726 	863033069630348834 	663    	1884	467     	53  
1725408000  	1964            	522    	2325	359043379931766684 	2031   	370 	803     	802 
1594771200  	1228            	639    	1480	359043379931766221 	1547   	1318	1065    	9   
1716336000  	1982            	2459   	1862	863033069630348420 	1078   	1916	924     	1280
1583884800  	1912            	50     	370 	3590433799317661388	1297   	452 	1332    	5   
1517529600  	1939            	481    	764 	359043379931766460 	835    	924 	694     	1388
1515369600  	846             	247    	1725	3590433799317662121	1865   	1187	2554    	539 
1507766400  	2209            	2207   	693 	8630330696303481883	937    	757 	2009    	958 
1673568000  	1055            	2013   	1848	359043379931766460 	201    	291 	737     	1225
1610409600  	1442            	845    	2213	359043379931766726 	92     	1053	1365    	1716
1626566400  	2211            	1243   	75  	8630330696303482329	367    	2175	2449    	112 
1535328000  	542             	1966   	1015	3590433799317662006	1625   	2096	2055    	1503
1720051200  	2487            	1211   	2398	3590433799317661362	1528   	1624	2054    	1546
1659657600  	2383            	476    	1097	8630330696303481560	2210   	51  	1539    	2124
1684281600  	1385            	948    	754 	8630330696303481156	1171   	508 	1500    	801 
1720828800  	1349            	1682   	1698	3590433799317661149	1427   	2074	784     	1798
1579478400  	1056            	849    	1868	8630330696303482097	2434   	9   	1042    	721 
1643328000  	1113            	595    	1992	359043379931766411 	216    	2113	225     	1823
1576713600  	2487            	1548   	1129	3590433799317661545	1391   	971 	2427    	1748
1562976000  	1433            	861    	1258	3590433799317661073	1459   	499 	2022    	669 
1656201600  	2487            	1531   	1614	8630330696303481537	852    	991 	2397    	1567
1641686400  	1605            	1394   	1751	863033069630348537 	503    	2039	1788    	1714
1713657600  	1853            	1432   	690 	863033069630348552 	1428   	1494	2317    	2481
1631318400  	584             	1421   	2195	8630330696303482089	1664   	2510	2155    	1381
1524873600  	327             	2202   	29  	8630330696303482311	2367   	852 	613     	2430
1706745600  	1477            	442    	1178	8630330696303481263	155    	567 	2153    	375 
1720137600  	839             	2158   	335 	863033069630348792 	1047   	787 	66      	398 
1596326400  	418             	2042   	1108	3590433799317662238	186    	964 	1936    	932 
1681948800  	2053            	67     	1850	8630330696303481842	166    	257 	2458    	2295
1581897600  	326             	1014   	328 	8630330696303481438	2152   	81  	605     	109 
1696636800  	1886            	2337   	2422	3590433799317661107	2502   	2221	2367    	937 
1662163200  	190             	2292   	783 	359043379931766098 	2048   	523 	1667    	1890
1596931200  	849             	2150   	2114	3590433799317661669	2364   	1920	691     	1803
1595980800  	402             	1175   	1064	359043379931766429 	2260   	317 	1683    	891 
1577664000  	69              	1236   	909 	3590433799317662014	470    	27  	1318    	1335
1578873600  	2487            	1630   	1875	863033069630348123 	1429   	461 	396     	2198
1587772800  	1136            	2384   	2128	8630330696303481743	20     	2285	2431    	754 
1682899200  	2487            	2423   	2557	359043379931766676 	2608   	1573	885     	1518
1633132800  	2487            	1153   	1631	8630330696303482097	991    	1994	764     	424 
1568764800  	416             	290    	1371	8630330696303482444	350    	643 	2092    	272 
1687392000  	1555            	610    	1642	8630330696303481321	1604   	1600	88      	23  
1676419200  	540             	1821   	2451	3590433799317662113	2143   	399 	227     	301 
1636329600  	1458            	109    	954 	863033069630348651 	2281   	1886	968     	861 
1621900800  	134             	2244   	1317	8630330696303481149	2408   	199 	543     	1067
1707782400  	1420            	1194   	34  	8630330696303482329	1922   	1636	1477    	610 
1619222400  	875             	720    	1503	359043379931766650 	16     	1518	1504    	530 
1521072000  	435             	2108   	1534	359043379931766932 	137    	2044	1278    	2234
1637020800  	2135            	1323   	1035	3590433799317661073	658    	2422	1118    	80  
1666137600  	2285            	287    	1801	3590433799317661370	119    	607 	1967    	654 
1687046400  	953             	1777   	195 	8630330696303481024	419    	31  	1620    	1412
1674172800  	311             	1202   	2400	3590433799317661628	925    	1996	330     	1187
1632960000  	154             	573    	1040	8630330696303481750	348    	303 	534     	734 
1615593600  	1356            	1763   	1268	359043379931766411 	294    	1113	1512    	1565
1681516800  	779             	35     	2508	3590433799317661008	1579   	2548	342     	2102
1541548800  	1333            	1064   	138 	359043379931766155 	1791   	1814	319     	2171
1556755200  	2148            	774    	680 	3590433799317661800	1691   	406 	390     	1840
1532131200  	1415            	1220   	61  	8630330696303481776	2103   	165 	1492    	2162
1582675200  	1392            	1315   	291 	3590433799317661107	1885   	1283	1407    	556 
1565308800  	64              	1302   	2270	3590433799317662105	366    	1453	2301    	1230
1552608000  	1026            	1494   	53  	3590433799317662329	2351   	2446	83      	1702
1616544000  	2487            	1854   	2157	8630330696303481040	446    	1837	575     	1023
1714608000  	1330            	1465   	765 	359043379931766122 	2467   	2075	1777    	1996
1507507200  	2457            	1165   	2503	8630330696303481743	2189   	268 	1072    	2362
1680739200  	1986            	2421   	76  	8630330696303482303	2459   	72  	1349    	1593
1523059200  	1980            	2360   	182 	3590433799317661297	1468   	300 	1422    	469 
1575158400  	363             	2316   	2306	863033069630348347 	1236   	530 	1732    	326 
1651622400  	2129            	2131   	1586	359043379931766460 	2427   	2566	1205    	411 
1527552000  	2164            	1043   	1199	8630330696303481842	422    	2467	2536    	1858
1551657600  	919             	1961   	424 	8630330696303481511	1965   	1464	1866    	1080
1635120000  	2487            	975    	1019	359043379931766304 	1412   	1772	719     	1639
1543449600  	295             	780    	1441	863033069630348842 	948    	2253	1505    	132 
1546560000  	1214            	1704   	315 	863033069630348578 	1908   	2372	308     	26  
1631664000  	1086            	1385   	1546	3590433799317661313	870    	2369	2487    	1833
1599523200  	1069            	1901   	2182	8630330696303481701	11     	878 	2043    	2540
1531785600  	247             	2030   	993 	8630330696303482329	1879   	863 	2096    	2069
1596412800  	316             	961    	174 	3590433799317661909	1523   	142 	2564    	1194
1717718400  	236             	222    	1102	3590433799317661222	2281   	1177	2191    	938 
1577577600  	2428            	1431   	1192	3590433799317661602	1743   	1628	1951    	1934
1664841600  	1712            	642    	1169	3590433799317661016	2307   	1254	1325    	711 
1618185600  	496             	1639   	2392	3590433799317661305	1041   	2116	1612    	122 
1580774400  	179             	2026   	240 	863033069630348651 	1069   	2322	1633    	603 
1652227200  	1310            	2154   	1454	863033069630348792 	389    	1001	492     	1607
1542499200  	7               	850    	299 	8630330696303482428	222    	1910	559     	153 
1536710400  	603             	923    	2580	8630330696303481412	2405   	1300	1763    	2581
1595980800  	2487            	499    	683 	3590433799317662287	1966   	2512	703     	1559
1579392000  	825             	2142   	878 	8630330696303482444	2313   	1604	596     	626 
1643328000  	2317            	0      	1705	3590433799317661883	787    	744 	1102    	2183
1641427200  	2378            	817    	2517	8630330696303481578	1664   	1391	1782    	1400
1542153600  	1277            	1317   	463 	863033069630348065 	2002   	488 	1062    	944 
1719446400  	2469            	848    	1738	863033069630348255 	1283   	2294	177     	1325
1522713600  	1017            	1031   	404 	8630330696303481024	915    	77  	2267    	1090
1623974400  	520             	1216   	2219	3590433799317662451	1030   	2441	1003    	1204
1510876800  	1224            	876    	69  	8630330696303482485	472    	392 	933     	1760
1522800000  	2479            	1116   	1322	863033069630348784 	1716   	1662	144     	49  
1640304000  	2030            	1314   	1293	863033069630348792 	563    	493 	2498    	729 
1620691200  	1537            	530    	1262	359043379931766650 	1232   	1163	539     	1239
1651276800  	1148            	1037   	621 	8630330696303481479	2091   	1875	2062    	917 
1716249600  	1730            	2098   	1349	8630330696303481131	823    	1747	2068    	1761
1699747200  	341             	1506   	2248	8630330696303481339	1145   	1346	177     	1234
1721779200  	1423            	136    	1181	863033069630348420 	1222   	1070	108     	157 
1643414400  	579             	2052   	2199	3590433799317662204	2192   	2396	59      	531 
1719014400  	1370            	2330   	1094	3590433799317661727	2390   	1014	1973    	371 
1569801600  	1220            	384    	1904	3590433799317661073	2407   	951 	1798    	177 
1525305600  	1138            	1690   	378 	863033069630348958 	1029   	1502	1431    	1717
1708041600  	1600            	49     	628 	8630330696303481388	1744   	2007	69      	1653
1570752000  	1711            	1785   	971 	3590433799317661032	2299   	154 	1549    	2262
1537056000  	2124            	1306   	1674	3590433799317661099	1614   	552 	2053    	1079
1712707200  	1709            	1960   	2152	359043379931766460 	112    	261 	2001    	989 
1634083200  	965             	1680   	2483	863033069630348412 	110    	223 	313     	2546
1725580800  	23              	1441   	1784	3590433799317661644	2012   	1195	1174    	994 
1570320000  	2440            	2361   	1492	8630330696303481982	1737   	553 	178     	903 
1607817600  	1147            	1109   	2269	863033069630348560 	2589   	2477	1198    	1898
1560470400  	2114            	207    	913 	863033069630348347 	820    	258 	1542    	2177
1629504000  	1801            	1569   	1155	8630330696303481776	17     	69  	325     	1277
1581465600  	2332            	553    	1555	8630330696303482394	2386   	1266	2505    	1903
1680393600  	1998            	96     	718 	863033069630348958 	664    	1632	451     	1295
1531526400  	1000            	985    	2265	3590433799317661982	2333   	2046	2573    	738 
1556150400  	1063            	762    	2108	3590433799317661057	2098   	239 	759     	2587
1713916800  	397             	225    	2130	3590433799317661404	2182   	926 	1209    	1002
1649635200  	1158            	2093   	919 	8630330696303482261	2107   	1081	1681    	1602
1544572800  	2421            	148    	1557	359043379931766775 	2465   	2060	1459    	2552
1610323200  	2222            	2449   	1892	3590433799317661032	1259   	6   	1458    	928 
1580947200  	1955            	709    	750 	8630330696303481529	2520   	465 	1589    	55  
1563148800  	916             	1847   	2104	3590433799317662139	21     	1083	2510    	864 
1578096000  	1353            	2043   	769 	8630330696303482287	1713   	1259	1969    	2588
1539216000  	1749            	790    	1651	3590433799317662329	2573   	941 	2286    	287 
1686614400  	2487            	1301   	792 	863033069630348800 	660    	1479	999     	2269
1639526400  	762             	2208   	2612	359043379931766015 	620    	601 	841     	1375
1554508800  	1247            	1295   	1759	3590433799317661222	1322   	2333	2429    	750 
1515110400  	2178            	119    	2611	8630330696303481982	773    	1073	1192    	2417
